Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 1946,108.779,107.851,136.247,172.17,119.834,50.0401,78.2653,84.9042,143.685,163.629,179.912,196.385
 1947,162.464,119.262,183.113,181.825,114.698,70.6518,80.7461,79.6588,111.187,152.641,149.173,166.103
 1948,142.51,130.259,158.252,142.909,125.3,62.0978,75.744,110.787,121.236,178.473,171.641,115.087
 1949,112.68,106.611,155.386,144.59,103.714,62.1785,78.4328,88.8506,120.841,143.667,152.028,143.611
 1950,114.958,109.013,209.118,159.511,121.751,55.431,86.5244,107.552,117.266,188.517,153.406,143.312
 1951,116.497,111.395,190.4,131.636,110.219,72.6909,52.7658,78.8264,130.255,189.102,205.155,158.963
 1952,98.4113,127.466,168.386,167.912,115.067,56.7282,64.9397,79.633,135.109,166.171,181.836,142.968
 1953,126.66,116.371,180.675,170.152,121.423,55.8386,54.8944,76.3526,111.473,169.516,164.779,141.718
 1954,111.537,134.329,162.041,154.286,152.141,61.2512,59.8509,94.1755,118.821,149.598,184.824,174.903
 1955,166.829,109.78,171.66,192.81,131.032,49.5828,78.8372,78.7389,157.332,166.475,150.052,182.394
 1956,134.588,122.615,170.044,208.205,120.59,66.0027,55.4048,95.0329,119.146,168.497,159.388,188.963
 1957,139.355,108.4,216.343,188.232,96.8652,69.6174,57.3973,80.6843,98.5726,190.388,154.669,196.823
 1958,118.703,84.1349,155.264,158.793,93.6819,59.1036,49.6211,91.8714,114.547,167.775,168.858,153.242
 1959,138.672,124.571,148.836,151.794,113.838,52.9832,53.4452,93.8354,131.759,172.584,181.485,161.052
 1960,132.15,159.685,196.443,182.204,104.028,72.1112,54.2109,79.7262,137.177,179.644,159.154,146.477
 1961,147.918,135.361,169.068,170.741,102.324,62.364,73.995,94.1506,163.244,224.103,230.609,170.872
 1962,112.053,115.903,212.382,179.771,113.121,75.076,62.2399,109.951,153.28,179.109,187.097,151.191
 1963,148.611,117.127,184.097,202.219,130.654,58.9071,75.6123,80.0037,108.483,136.514,211.442,170.647
 1964,126.627,137.894,149.15,177.922,101.294,66.3458,57.2317,98.1481,103.048,175.796,159.207,176.607
 1965,99.6842,131.555,198.334,144.87,79.1774,53.7172,61.0139,88.8375,146.964,186.134,184.444,156.137
 1966,143.869,130.798,212.281,197.506,93.9127,78.4697,59.7481,114.685,127.58,144.089,186.131,123.293
 1967,104.855,104.712,159.765,133.692,109.26,73.4139,53.7548,94.9106,140.409,186.897,203.254,152.736
 1968,118.697,126.414,174.863,167.116,103.344,65.3439,67.2394,73.5182,108.975,161.184,198.277,173.608
 1969,175.6,138.492,209.112,159.874,126.969,53.3452,70.1612,97.7669,114.79,170.785,176.652,158.181
 1970,167.863,135.95,169.201,138.569,90.1906,78.0799,71.6158,108.345,117.869,158.42,170.231,127.755
 1971,110.851,119.5,141.689,138.871,95.5219,47.4552,88.2054,89.0108,146.972,152.659,190.183,133.457
 1972,140.571,111.355,147.701,138.869,118.494,72.0266,54.8142,87.8214,112.652,176.772,185.199,129.546
 1973,115.663,116.779,129.04,151.781,133.35,46.3577,45.2896,76.6522,119.46,169.213,167.854,131.506
 1974,140.173,121.612,161.576,155.788,155.142,66.7212,67.2862,86.4475,125.487,147.278,158.322,146.392
 1975,109.934,126.933,150.828,157.291,110.071,56.1934,66.4888,90.0784,137.414,167.69,148.66,154.523
 1976,124.026,149.135,150.652,189.947,116.114,53.013,58.5542,102.105,126.778,166.182,164.504,161.772
 1977,135.947,94.4546,171.299,184.627,95.4826,72.096,67.7524,112.93,126.781,182.315,198.006,168.44
 1978,96.3874,118.98,166.494,173.247,91.0956,77.8708,61.6899,103.189,104.202,177.975,189.16,158.361
 1979,141.954,152.309,164.173,176.701,114.33,63.3751,57.0576,82.0974,92.7863,157.68,176.676,150.846
 1980,112.333,128.039,152.093,166.706,118.468,66.0552,72.3229,88.7056,126.925,159.186,170.613,152.509
 1981,116.479,93.8756,190.722,141.304,107.706,57.8852,62.4053,98.654,149.058,172.256,150.262,135.353
 1982,132.943,101.072,139.541,155.747,131.799,73.0201,58.4594,86.7762,119.481,227.131,197.535,137.455
 1983,118.902,105.717,132.755,138.095,105.524,65.2736,61.3627,80.7752,106.381,206.897,182.468,143.082
 1984,115.387,110.605,152.807,133.962,109.627,47.3295,72.3018,106.217,119.034,162.833,169.006,151.208
 1985,131.73,115.317,170.757,189.139,124.66,57.154,65.8423,74.6096,140.123,137.878,162.45,156.026
 1986,130.728,122.26,178.102,168.355,104.012,71.9608,64.6692,61.7105,139.12,181.699,180.332,155.203
 1987,114.694,156.957,171.024,149.278,100.628,67.1397,53.4545,91.0173,144.841,179.419,187.35,139.366
 1988,124.314,126.057,167.253,154.761,102.609,68.349,76.5282,99.4938,123.618,178.779,180.969,161.667
 1989,133.78,111.686,181.09,151.24,107.721,51.0075,52.5192,101.709,141.949,189.098,185.339,172.614
 1990,124.851,142.233,159.88,154.34,124.082,54.9066,62.4063,95.8719,132.853,153.623,161.326,172.671
 1991,133.73,119.89,173.308,140.971,115.047,56.4357,66.4634,102.01,93.9333,183.45,161.608,115.97
 1992,111.314,110.766,112.465,142.487,146.822,70.9799,46.6034,60.0476,135.765,161.979,169.496,126.662
 1993,154.826,115.277,167.51,141.671,111.769,78.4612,53.8772,74.4452,84.3206,107.625,174.138,147.451
 1994,150.131,89.6311,106.852,144.022,105.045,55.7598,49.9543,88.6438,77.1595,165.087,192.842,161.554
 1995,112.339,96.9483,135.895,154.266,121.839,66.9752,47.038,63.2002,124.832,190.684,159.886,172.701
 1996,121.822,102.719,203.298,125.886,97.457,59.839,45.0158,73.9392,108.152,165.306,163.121,115.164
 1997,126.317,77.6637,167.602,203.636,92.0212,59.4735,58.1536,70.9374,120.498,215.145,162.815,199.796
 1998,160.765,91.0743,148.792,137.602,90.6214,61.0706,61.7452,86.4283,147.383,142.613,145.378,121.884
 1999,126.028,85.3722,165.135,135.513,103.162,51.4107,59.1207,144.684,110.534,163.47,202.082,148.201
 2000,103.244,106.54,134.096,127.264,135.978,64.7913,56.4917,89.021,116.59,160.43,180.643,151.517
 2001,162.01,95.2781,153.677,128.908,91.5717,57.3146,84.5215,72.4331,105.343,159.613,143.171,135.395
 2002,186.301,128.658,174.752,131.524,107.873,45.7047,54.3129,86.9933,131.642,193.688,186.252,185.88
 2003,134.484,111.146,150.223,128.355,96.6233,53.5012,54.6421,87.6263,124.17,172.698,151.312,128.588
 2004,122.269,89.1753,123.23,138.524,63.876,61.9093,55.3461,94.7151,126.272,146.717,143.577,159.024
 2005,137.217,92.5993,163.25,131.195,97.1,46.933,46.6737,80.3207,136.169,142.123,130.644,140.416
 2006,106.083,140.054,172.887,155.453,121.25,57.2902,66.7317,94.4449,136.553,196.632,234.816,142.18
 2007,103.006,81.3794,154.051,145.247,86.5992,70.2482,104.002,103.041,128.372,172.828,200.658,163.145
 2008,166.006,104.422,166.244,145.61,109.25,66.8011,70.334,89.4226,136.097,149.052,144.534,141.547
 2009,108.606,141.761,155.077,171.959,109.383,72.6435,62.2526,90.859,112.347,161.503,168.694,177.157
 2010,90.6279,157.371,190.688,137.225,118.387,72.7412,68.2983,65.8337,116.602,164.835,157.355,137.974
 2011,114.678,111.728,160.301,148.87,102.23,53.3154,70.4274,89.1067,167.522,172.053,193.169,149.648
 2012,76.5066,118.005,171.946,136.926,115.489,70.9336,62.0287,92.7075,113.997,163.655,184.67,171.201
 2013,131.489,115.403,172.895,155.223,100.59,53.2359,60.831,83.1251,129.525,166.346,201.256,164.43
 2014,120.374,124.869,163.515,143.205,110.556,53.622,60.2072,87.9299,115.584,172.675,173.272,145.517
 2015,122.272,128.644,181.687,145.19,115.347,53.9302,53.0929,74.0691,127.53,156.987,193.062,149.897
 2016,131.787,125.974,169.015,177.439,108.859,63.1756,66.7005,88.5452,127.134,158.837,163.644,157.16

