Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 1943,43.4774,46.0695,37.6261,102.204,94.4448,168.159,152.978,89.5274,115.106,14.9601,79.5969,56.8293
 1944,63.4353,72.9536,111.948,66.1887,122.212,204.266,152.264,71.2696,104.445,139.653,155.222,96.4349
 1945,79.3697,76.5218,77.2251,81.243,91.7526,120.547,94.5397,137.496,115.69,76.5219,60.5721,67.4104
 1946,45.4823,103.532,38.7969,23.0116,82.3612,148.042,182.518,127.569,51.8523,73.7513,77.8513,83.3658
 1947,47.8266,96.2231,89.5613,49.0326,61.6545,120.78,139.228,53.6668,34.5606,27.3011,157.849,139.799
 1948,134.604,113.032,62.1804,76.6717,71.1782,203.086,208.413,147.486,47.6335,86.4845,34.882,34.3228
 1949,79.8301,18.0671,38.4748,81.4153,145.087,111.527,111.923,179.127,61.182,44.0139,148.453,89.4311
 1950,86.3181,72.0872,26.0344,127.342,53.343,62.4046,144.764,102.532,141.225,89.8473,152.97,98.3995
 1951,125.243,97.4939,108.703,57.8943,117.417,137.752,143.428,93.0809,85.619,17.2672,142.569,60.459
 1952,77.3086,108.15,92.0726,48.3438,93.7814,136.267,87.9638,119.373,131.328,144.961,101.602,72.2166
 1953,44.4442,39.9235,22.6451,92.7117,96.0706,158.277,194.356,116.065,72.3105,73.1918,17.4136,37.1137
 1954,107.149,29.6805,55.2113,100.611,158.499,152.708,208.721,122.932,122.957,84.166,67.6503,145.041
 1955,43.9237,108.982,49.0857,93.0273,127.321,129.755,175.182,131.778,106.249,96.4003,44.0653,70.3573
 1956,54.579,37.9524,93.9438,123.923,96.6565,198.064,125.061,144.283,58.8627,160.857,70.8954,45.5561
 1957,48.5457,105.799,52.285,109.264,92.8143,108.835,242.409,139.689,104.388,25.8583,61.0216,48.0626
 1958,88.5064,121.368,67.3808,87.0106,44.8462,196.648,120.959,143.466,102.606,150.073,87.4865,108.594
 1959,41.0095,17.5648,63.0843,119.751,106.959,210.961,143.96,131.215,29.9112,55.0814,75.436,138.829
 1960,63.2466,64.3286,106.582,62.8735,78.3075,134.937,162.928,151.238,144.289,116.853,87.8558,91.3111
 1961,44.7932,72.8139,48.6896,83.511,145.666,119.088,129.44,99.7882,35.9746,97.6142,89.2381,116.983
 1962,90.0598,73.5344,71.7194,88.7902,183.752,103.57,144.471,72.2103,92.5599,72.7285,113.086,92.4241
 1963,57.3445,40.9857,84.9081,65.5931,109.522,135.525,91.9978,178.088,89.1983,41.9415,123.461,37.7188
 1964,10.6815,37.4129,92.3452,114.293,112.076,123.597,100.801,132.14,69.1127,226.751,98.9766,87.6607
 1965,74.1257,47.5399,88.4912,168.842,181.159,161.785,177.936,128.643,138.315,3.12684,105.381,111.654
 1966,46.3945,70.2411,73.8577,90.1926,117.81,150.27,197.904,226.095,63.7742,80.9671,139.257,117.434
 1967,59.6682,55.8211,111.138,100.021,124.552,105.007,112.834,89.8035,146.247,55.2295,81.7358,60.1424
 1968,103.881,47.4202,43.1548,55.1465,94.6703,120.27,152.1,171.235,109.963,55.2648,83.6821,54.1252
 1969,78.1306,72.6481,52.5392,65.159,72.4708,177.625,102.319,164.983,69.085,21.1985,101.377,63.9189
 1970,40.707,143.307,94.1963,127.568,90.0349,124.113,141.823,193.694,68.3384,107.287,101.523,55.3884
 1971,32.0069,53.8113,64.1754,49.7521,83.2685,139.04,79.2825,134.974,66.642,27.1839,90.5978,53.3941
 1972,41.4039,65.8397,37.977,166.595,150.133,133.994,211.112,82.4046,66.6418,66.3941,102.236,26.5031
 1973,53.7098,64.9453,41.3335,100.905,63.0119,175.035,110.909,71.2053,144.33,71.9742,100.882,80.518
 1974,75.7194,49.22,64.1742,51.1011,110.651,163.793,138.91,120.217,104.807,117.242,81.5102,117.363
 1975,65.8536,18.2861,134.592,93.2264,102.131,202.728,175.828,130.508,50.7606,64.8344,82.9292,35.8569
 1976,93.1878,33.3856,21.2013,76.7315,117.368,64.1706,150.329,98.797,126.398,90.975,98.0834,85.9341
 1977,111.215,125.293,79.1607,115.862,79.7196,103.461,142.705,138.025,63.7923,30.9988,72.1584,67.0081
 1978,77.9347,57.5645,90.8138,81.9999,123.021,118.451,136.325,90.7408,116.826,75.7399,34.9306,53.1021
 1979,87.7588,71.9798,134.943,117.924,69.9918,194.457,136.908,133.146,108.111,49.7928,180.808,92.073
 1980,59.5037,46.5639,64.3993,112.621,66.8705,139.389,130.562,111.08,64.5355,175.065,93.6439,72.6308
 1981,79.5959,37.8298,73.9973,36.7313,106.191,109.415,179.881,102.067,146.861,121.092,72.0792,113.505
 1982,111.355,19.0797,66.7324,36.0266,106.514,142.826,117.938,137.204,68.172,111.159,70.3919,110.016
 1983,94.5791,57.3339,54.8262,71.6918,126.913,129.953,59.0287,113.513,98.2075,71.8724,54.0162,77.6742
 1984,67.5596,98.815,56.3043,77.757,129.785,86.8,101.979,117.692,156.734,63.1581,43.9964,50.3393
 1985,66.1723,56.6475,98.1583,93.2428,112.32,157,113.026,207.917,57.0541,28.4019,119.804,80.4033
 1986,117.942,68.3074,73.3435,81.4312,121.072,110.883,92.4431,143.189,58.7153,70.4813,48.774,85.3526
 1987,86.7691,105.314,99.0838,64.9125,164.21,125.031,158.715,114.395,91.4762,65.5205,109.624,71.2583
 1988,68.9091,79.8288,136.231,60.928,88.7237,116.559,125.088,151.613,109.206,74.2767,56.215,112.13
 1989,24.732,65.7104,54.3274,145.156,92.0322,136.749,185.071,139.72,114.336,44.9066,56.5942,46.0016
 1990,25.2868,109.694,64.7874,112.626,68.8995,158.802,126.447,78.8,113.734,113.983,124.48,65.2818
 1991,32.4641,32.5013,58.8299,51.133,154.42,155.191,179.796,91.1998,79.891,52.2473,132.899,115.836
 1992,17.7356,53.7392,135.903,102.574,31.5083,129.487,96.4036,90.6868,93.7351,154.119,139.634,99.0733
 1993,47.6063,28.4303,61.2642,60.723,59.2885,128.287,174.075,123.147,104.412,154.736,60.7441,98.8571
 1994,71.9594,29.3977,65.8612,147.979,109.646,99.3388,86.3991,133.369,98.8464,84.7455,85.1017,79.8182
 1995,83.725,77.5543,107.02,96.4306,98.7617,172.713,92.7344,161.305,137.178,13.9653,69.7686,99.5581
 1996,39.9557,49.3471,43.1666,100.639,164.043,135.031,118.664,153.081,132.816,146.944,121.536,37.6712
 1997,27.2374,40.0461,95.2364,93.1532,80.9703,149.204,200.093,92.0987,56.3466,73.6094,107.602,97.7738
 1998,32.8686,15.1869,84.9621,90.1458,64.4905,149.859,180.859,99.735,166.418,152.451,85.5992,45.2855
 1999,48.1602,115.884,63.9558,106.246,138.64,130.305,154.89,155.865,92.9988,58.4553,83.262,93.1305
 2000,56.7314,63.058,148.638,55.4908,104.9,96.2253,155.825,121.309,98.3257,142.56,130.04,72.6041
 2001,72.6757,58.0672,121.19,118.419,65.093,144.268,106.773,112.225,165.363,32.9747,73.8256,67.0779
 2002,20.9963,67.4437,116.986,86.914,81.9999,120.606,130.141,202.281,108.711,121.531,144.221,88.5526
 2003,69.8269,22.1794,21.5325,58.0719,100.484,94.0118,130.003,85.5852,75.0798,135.162,78.7141,63.322
 2004,84.8939,76.2288,79.1656,65.0357,114.691,177.599,114.724,121.186,89.553,105.798,68.1374,43.1757
 2005,58.9224,71.3677,50.0286,108.847,112.699,86.928,185.914,194.727,105.188,44.6775,61.5101,90.4478
 2006,57.3804,52.4737,101.239,127.401,124.679,123.988,79.6882,198.119,62.0569,55.5243,65.8287,42.7688
 2007,90.2458,66.4453,107.948,12.5074,131.179,123.038,136.857,144.482,179.947,71.5828,101.633,56.5556
 2008,48.4861,24.1591,102.677,118.026,63.3795,149.91,175.451,131.295,81.1481,78.3016,88.093,109.343
 2009,64.5793,98.7904,135.121,45.8214,107.217,207.423,149.96,131.494,91.8731,79.4431,84.2273,96.9806
 2010,50.0619,55.6135,47.3053,64.9337,154.238,147.703,138.701,199.932,118.538,68.7064,92.9636,83.0952
 2011,50.2934,22.3074,60.1673,40.2355,115.335,143.847,141.083,104.633,93.3604,113.989,3.12895,94.2645
 2012,105.338,37.0028,27.6095,79.1993,98.5198,142.536,167.171,128.859,113.29,106.488,85.9357,85.3332
 2013,103.517,98.1978,88.2995,46.8934,177.872,157.711,44.1464,127.262,129.369,80.2835,136.135,39.5843
 2014,83.9033,82.5476,47.409,88.5012,162.062,108.377,178.133,178.649,158.091,98.6507,71.2827,73.7598
 2015,80.7777,32.7421,82.5239,72.3873,167.887,135.569,114.659,101.78,136.246,144.443,57.7143,20.9795
 2016,107.329,132.863,63.57,89.2141,168.699,172.926,204.112,142.516,99.567,128.696,108.873,19.2008

