Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 1952,105.053,180.419,190.584,177.054,101.885,10.4158,2.94488,7.22972,22.438,24.3531,68.4255,40.4702
 1953,139.986,62.3973,167.629,163.71,61.3813,10.0691,7.97625,11.4996,23.311,23.6105,57.0688,169.827
 1954,148.245,112.612,106.412,171.594,82.056,8.315,5.73808,8.10899,16.1755,20.4483,47.3519,129.45
 1955,117.812,206.659,150.002,161.647,93.6735,19.3401,9.7672,5.63897,16.5045,13.1954,46.9297,148.824
 1956,226.592,148.944,152.685,201.837,54.2468,12.0315,4.63203,6.70457,16.5856,18.7403,55.8582,130.641
 1957,190.78,136.828,169.433,215.628,104.731,11.2658,9.11542,5.37768,12.8553,28.4054,58.2982,170.864
 1958,95.7718,159.947,230.62,135.828,48.3176,18.0646,5.63319,7.60373,10.3729,18.428,41.7561,150.395
 1959,126.895,151.111,181.581,99.534,39.8872,6.22612,8.59268,12.3261,10.5868,35.3146,108.854,139.66
 1960,180.361,165.788,218.1,201.251,29.9166,15.5044,4.59436,3.95114,13.0693,22.6528,40.5138,62.7718
 1961,99.2241,180.191,155.081,159.353,55.9996,11.6651,25.8895,8.19079,23.0993,82.5565,241.711,256.161
 1962,220.778,142.537,189.416,170.709,61.5929,14.7083,6.30171,15.6035,15.7588,54.2327,78.6929,128.796
 1963,208.762,156.911,204.506,191.121,54.2732,16.3872,5.21742,3.38283,6.43009,12.3336,216.939,178.591
 1964,171.36,185.156,221.831,176.242,23.4242,14.1016,8.29346,8.64275,11.4956,21.9449,45.5907,117.814
 1965,111.387,137.742,186.767,158.659,43.0596,4.88164,3.22591,5.94727,21.9528,43.7625,78.7443,189.785
 1966,107.872,156.706,212.729,130.758,39.1887,18.1539,4.23075,9.94287,17.8233,28.9994,83.2029,119.782
 1967,94.3212,123.272,145.005,220.398,115.112,18.8772,22.9338,13.8259,40.9371,39.1923,149.207,245.394
 1968,131.245,206.813,244.3,239.24,55.7394,29.6564,4.25218,4.61434,11.7854,26.1358,104.838,168.473
 1969,128.225,150.647,141.463,133.657,60.5144,8.86052,6.39988,11.1017,12.2792,29.3957,95.8671,92.2853
 1970,211.858,170.507,223.671,132.093,34.0054,4.02174,7.15881,5.98249,20.5476,19.8868,52.9988,183.454
 1971,135.362,134.15,134.033,198.245,53.3633,12.8119,12.2293,7.38342,11.5405,26.3917,76.9389,137.028
 1972,136.627,158.971,162.187,142.307,102.803,14.2784,6.81772,8.58763,23.3189,58.7134,133.784,165.083
 1973,188.164,143.287,129.239,172.306,47.2967,11.6069,3.82971,7.95289,17.6341,23.5559,82.3719,111.27
 1974,134.425,80.0536,171.227,255.193,89.4718,20.4681,20.4647,5.11414,9.85722,18.149,55.4548,119.831
 1975,124.483,100.183,194.191,164.42,60.2078,14.1337,11.1383,5.25408,34.1235,26.1991,42.0223,139.761
 1976,120.265,134.452,176.999,146.003,67.9,26.9849,11.4283,8.72331,19.5341,26.7639,47.2647,95.5102
 1977,187.571,117.215,126.268,207.647,74.9736,7.70087,5.29247,13.4452,21.9749,38.8948,124.513,169.01
 1978,147.441,143.647,269.12,167.82,32.0629,10.7425,3.76782,7.75699,10.0241,26.9878,160.64,211.748
 1979,186.455,212.25,214.149,227.581,79.8637,20.058,8.32452,5.82492,7.98655,15.8904,79.3073,183.73
 1980,159.072,87.2073,190.143,193.687,87.8754,2.55652,3.66292,13.3979,15.2959,29.6364,96.0599,149.506
 1981,121.026,126.489,195.905,146.363,92.0377,8.88558,4.82391,11.2116,17.1467,31.9585,49.9158,159.995
 1982,114.319,103.837,143.277,152.501,112.389,23.5929,14.0156,8.11412,18.8772,88.9083,201.592,185.589
 1983,138.133,100.562,157.89,128.399,84.8721,15.9835,9.52168,10.4338,12.8715,36.006,55.9311,161.881
 1984,175.099,135.503,130.232,178.168,43.0958,20.5983,13.4977,5.82155,7.53674,39.4205,129.578,175.116
 1985,104.712,190.433,153.023,161.325,55.4341,6.84697,12.412,5.84999,13.5934,19.8342,130.521,148.188
 1986,175.312,105.933,168.921,184.505,80.5001,9.96663,3.04548,6.38256,8.29548,52.1437,103.214,228.328
 1987,169.938,139.927,149.414,129.248,72.1367,10.0615,7.4349,10.15,15.9868,26.6451,80.8397,76.1315
 1988,192.385,120.175,216.156,138.687,30.0285,18.7014,7.08646,14.622,19.6794,28.6525,83.445,162.649
 1989,195.236,101.723,185.999,202.122,89.6972,19.211,7.959,11.7764,16.2058,34.2255,96.203,214.239
 1990,100.632,174.91,220.146,188.975,46.3288,4.67913,3.46471,5.02028,13.7374,30.0815,75.6834,125.627
 1991,189.55,112.109,197.159,151.026,82.8311,9.43056,9.55096,8.17598,14.2885,43.9668,81.5788,167.593
 1992,90.1893,143.049,128.725,182.558,73.9676,15.1946,8.29667,4.18528,12.0556,30.2789,120.326,151.898
 1993,171.3,143.037,175.642,153.517,62.8034,12.8529,5.76061,8.95719,6.61319,16.9775,59.5686,51.6446
 1994,166.442,171.197,185.011,121.202,60.0556,7.11365,10.082,10.8051,8.65605,30.6484,90.0906,149.261
 1995,153.085,160.654,201.858,130.175,79.8466,6.84641,3.3684,12.0057,17.171,38.7939,32.4053,113.471
 1996,137.776,223.183,191.186,132.75,72.9495,6.18287,7.6822,6.1952,13.7074,22.3603,46.7393,92.8502
 1997,111.655,105.651,161.855,188.742,60.7435,28.6652,6.76379,4.08814,3.1552,61.6584,152.23,267.428
 1998,258.534,184.91,153.761,195.798,65.2294,11.1376,3.74077,4.33337,14.9856,23.9682,44.6506,52.1769
 1999,158.396,78.6559,263.679,167.51,38.9683,21.9958,10.1546,13.9779,13.8494,17.2308,102.748,99.742
 2000,87.5101,76.1479,183.653,104.61,38.0731,18.1722,4.52536,12.235,8.34864,21.0767,142.386,198.603
 2001,226.168,116.949,158.833,130.489,40.3075,13.8067,7.32159,7.55591,17.2088,30.5498,56.6257,134.795
 2002,212.903,127,237.909,166.945,47.4094,8.62647,3.28928,12.9645,18.822,36.4127,95.9263,178.081
 2003,137.881,94.2762,125.169,112.749,81.4682,10.6031,2.41171,5.14858,14.3118,31.1167,37.9661,117.996
 2004,144.773,179.85,150.068,169.92,10.3264,10.0208,0.96025,3.14984,51.5303,39.4939,100.524,175.496
 2005,165.341,103.738,158.271,102.109,69.9653,3.75021,2.01755,7.02827,11.8336,27.4307,35.3533,70.1465
 2006,91.5708,128.079,174.91,193.081,85.2088,15.4708,10.6532,9.64865,21.0038,34.4825,166.723,267.868
 2007,175.283,133.551,155.902,107.449,51.0482,10.1644,8.81773,14.2634,29.5605,28.7704,53.5827,155.915
 2008,138.212,175.797,202.854,114.797,32.4938,6.61048,2.9346,2.46052,19.7502,50.5761,94.8757,101.559
 2009,133.061,164.79,186.286,102.721,37.1435,7.93347,1.95245,1.74205,13.8697,35.7358,116.667,171.663
 2010,140.494,161.691,178.768,129.512,63.171,22.2705,1.39221,2.94437,9.76374,16.5239,49.1624,116.087
 2011,101.776,138.434,176.072,131.283,51.7223,21.9333,3.85908,7.1308,42.1947,41.077,120.808,207.473
 2012,101.814,91.5278,104.581,141.309,42.0875,19.6995,2.34608,11.6461,9.80791,33.4241,80.8135,158.005
 2013,157.643,75.0285,222.333,168.927,36.5546,2.76643,2.39679,7.64686,33.4599,23.8706,91.767,168.722
 2014,150.547,134.483,148.209,132.472,53.1271,7.91846,2.51411,8.64984,36.9189,55.4904,115.517,157.503
 2015,148.346,69.1067,102.202,196.944,83.1896,18.0186,1.06265,1.72711,14.1884,43.3486,126.78,188.534
 2016,247.081,162.16,159.638,236.497,50.1026,13.2669,14.2868,7.18494,15.7348,19.0238,67.3688,143.873

