Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 1966,85.1561,55.7926,27.7338,24.9393,16.1487,30.3209,15.3187,32.3901,16.946,25.5628,35.1725,44.4039
 1967,73.5025,124.565,65.7564,6.69214,22.2816,32.0042,13.9225,16.8354,6.94083,14.3001,16.4835,37.391
 1968,101.419,91.5324,62.7743,42.0946,62.5524,40.5915,34.185,21.5186,13.263,12.8185,20.4485,37.9612
 1969,55.1521,93.4611,66.5459,12.7135,30.3358,19.5273,20.1669,12.9794,14.2731,32.1154,20.6465,50.5711
 1970,39.7585,52.6953,40.7692,36.5724,25.1043,13.7918,7.76088,16.9407,34.0832,16.0873,40.9397,66.3687
 1971,57.591,77.0188,92.9179,39.5469,14.7271,25.5788,20.0714,25.3725,16.5962,17.8559,45.1477,62.3413
 1972,61.2015,68.7658,79.9895,19.1134,13.4008,13.8014,16.4913,18.694,8.86773,18.4453,30.0452,18.9485
 1973,97.2437,96.9469,76.5629,32.8497,25.0199,40.2953,37.6684,34.5292,29.7123,36.4037,74.6704,86.5495
 1974,219.819,109.309,93.1283,69.7956,42.762,14.3874,29.6741,29.8563,32.2744,42.2709,41.5893,43.2333
 1975,62.5126,115.075,66.2571,39.1375,13.9303,21.4122,23.3446,24.1619,34.6611,69.5527,34.5391,93.8246
 1976,119.204,136.037,79.6097,16.78,10.1498,11.9514,13.6458,12.2902,18.2159,45.7092,34.0286,47.4913
 1977,76.8044,105.158,83.8491,24.2982,43.879,13.9993,7.25471,10.3076,11.9748,13.7856,35.3916,51.6373
 1978,105.283,63.8438,36.5217,21.692,43.3629,38.1485,52.4713,27.7077,34.1208,26.6769,37.8516,48.0418
 1979,89.3319,80.5828,65.3281,28.0151,39.3887,17.918,9.77474,20.577,27.5902,20.4922,28.7418,31.6383
 1980,78.224,96.3075,35.6885,42.045,35.3696,25.941,24.9727,13.0767,6.17996,24.7546,18.1898,42.3168
 1981,137.437,104.146,31.4567,17.3062,43.7679,30.294,31.9316,18.0336,10.2737,18.7549,58.2942,45.0579
 1982,82.3578,95.1536,94.6206,16.9155,16.7666,13.5339,6.99395,7.6621,18.8073,11.4679,17.536,39.4534
 1983,43.8731,29.9632,117.18,64.5948,47.365,23.2684,18.209,21.7017,17.2748,26.7154,50.4955,50.8081
 1984,149.064,64.9286,82.8836,25.4186,21.2781,11.4712,47.6547,20.035,30.3432,24.9528,23.9991,55.5344
 1985,37.4445,62.4727,50.145,28.7095,20.2193,22.8362,22.1254,26.0661,10.8518,32.1961,48.4229,42.996
 1986,79.365,44.7892,17.0834,17.4102,26.4954,31.8824,49.6951,23.659,19.4681,38.7507,25.3895,30.7298
 1987,94.5153,97.9267,30.5122,17.9159,23.8201,31.2536,16.9933,19.3917,9.31465,19.0472,33.1897,78.9311
 1988,35.906,48.2223,60.7372,44.0887,44.1685,20.4178,31.2509,22.6417,17.5799,9.30958,37.7786,96.9997
 1989,38.9816,40.6575,100.056,62.1687,47.2962,36.0088,23.2807,11.8727,6.34238,20.9686,41.8904,40.6212
 1990,69.5892,38.0501,57.5037,55.9518,49.2326,22.145,24.2598,21.2751,11.9515,16.0614,12.486,44.7519
 1991,129.356,120.705,14.5395,14.409,16.5958,35.7657,25.5389,12.3101,11.3334,7.32531,31.06,40.7107
 1992,38.5146,83.813,34.2642,38.5486,40.5985,22.5384,10.8514,31.2504,30.5663,30.0231,31.4545,59.0463
 1993,86.6805,105.999,27.2647,8.61564,32.8567,26.4957,30.6003,21.0758,26.9027,29.7692,33.748,65.5673
 1994,40.109,102.583,47.3837,8.6341,10.9872,17.7449,8.60554,8.93583,6.79643,13.3436,24.7524,46.6411
 1995,106.524,95.9058,55.0052,26.9272,32.0923,27.937,23.1915,9.9982,18.4106,28.2008,42.0992,56.2069
 1996,71.6004,40.4828,61.4987,38.5224,21.7733,28.5723,38.8258,23.983,23.3203,26.7865,21.3544,70.2033
 1997,118.041,115.73,40.6896,10.6108,42.8416,13.6632,12.3973,18.8567,27.8416,22.8253,28.9476,72.2227
 1998,75.1675,66.7334,37.8509,51.4769,23.6086,36.3639,42.0542,29.1673,33.2911,31.4745,53.7929,62.9338
 1999,81.7279,98.9297,86.2424,34.4682,24.0211,20.2046,18.8243,16.1779,13.6379,40.653,57.3115,85.0586
 2000,77.0933,151.706,100.164,74.4663,22.9261,16.3384,14.8696,18.4849,10.847,45.7208,63.5906,78.2158
 2001,63.7016,112.258,79.3673,16.0318,15.4872,24.93,23.1264,13.913,17.3694,37.6774,46.36,51.0908
 2002,60.087,105.206,21.7549,13.0428,11.3781,16.1196,8.2371,12.6798,11.085,6.85245,24.8415,35.4367
 2003,67.4694,117.643,38.8759,27.6298,15.9358,20.8619,15.5813,29.0122,13.6276,20.6634,29.5972,64.9195
 2004,92.9686,106.405,58.5586,23.5666,33.5211,20.1281,17.3305,16.911,14.6568,16.4698,31.7589,54.7673
 2005,62.3615,34.5384,32.3065,9.42306,18.6174,41.2353,21.51,20.8935,21.3719,37.3574,37.723,52.9454
 2006,123.351,51.5525,89.0665,58.4034,10.1418,14.8183,26.006,7.60415,13.2967,7.7072,18.2988,39.6613
 2007,107.696,47.4567,81.1344,17.5229,22.4563,29.8826,13.082,13.6378,8.51353,18.3536,35.7837,71.2629
 2008,68.6134,112.027,32.6547,12.8633,8.44754,22.9591,23.6117,13.0672,20.5054,14.7834,58.7764,71.4832
 2009,133.659,92.8045,25.0386,24.3906,17.1227,24.9955,15.2691,11.2422,15.8808,13.8715,28.7976,63.0123
 2010,103.119,102.551,58.0765,39.6915,31.3036,13.7127,27.0671,28.8687,41.3411,48.8311,59.5348,97.6594
 2011,101.075,104.806,124.626,28.7586,17.5143,19.7689,21.3636,17.4102,13.5557,32.8624,47.8853,70.4251
 2012,102.219,74.9068,99.2659,24.0092,18.6466,27.4982,18.1018,9.18482,11.1093,11.4801,27.6475,43.3004
 2013,63.2635,60.3871,68.9047,18.7859,34.1994,28.6288,21.1262,10.0622,15.9701,11.891,47.1176,43.0585
 2014,89.3314,93.7426,34.7172,49.5392,21.1328,17.1411,14.5893,21.7722,12.1705,9.9425,30.0185,52.5159
 2015,121.044,53.0465,41.4801,28.9631,25.1464,20.1992,16.7202,17.6707,8.83991,10.852,41.3037,57.1856
 2016,77.3908,43.8091,69.9735,16.6228,33.7134,47.2373,35.7379,24.6104,33.5767,23.9805,27.3712,68.8149

