Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 1962,58.0346,11.5944,68.0284,121.176,116.621,30.7693,32.4095,36.3832,28.529,59.3113,77.2013,60.1518
 1963,37.4482,40.917,64.6954,212.19,94.8733,35.5976,27.1255,35.1776,25.2835,22.8796,169.687,128.942
 1964,42.0857,42.8172,65.6308,177.503,60.3275,34.9861,39.4067,34.855,32.6564,47.2742,38.1585,97.3825
 1965,39.7213,8.4189,37.6396,110.458,51.4802,26.0059,19.6121,19.5091,25.818,78.3194,141.14,29.6648
 1966,22.7499,52.6283,93.7559,169.619,55.5095,34.8349,23.1821,41.4905,26.2204,78.5428,80.4334,15.8411
 1967,9.52829,10.9289,43.9636,181.544,156.287,44.8984,51.2692,34.7947,46.8187,107.824,166.183,20.8776
 1968,2.19745,77.8546,128.614,211.431,114.16,62.7557,33.8611,23.5233,13.5947,66.4291,182.139,81.6521
 1969,58.4336,69.456,76.3641,47.4992,109.722,23.8367,23.2491,28.9076,25.6825,59.5875,104.235,16.6457
 1970,92.9497,13.8177,116.353,157.207,71.607,24.2913,26.7776,37.7514,27.3532,35.0734,44.4697,28.6568
 1971,20.9114,6.25615,25.116,156.301,105.176,58.5229,31.417,33.6038,24.9201,57.4304,51.5891,52.4161
 1972,22.1602,50.8722,22.9865,68.1689,120.076,40.7959,25.3365,22.3338,36.9052,118.186,120.45,35.4977
 1973,42.6663,35.127,9.54959,78.059,72.502,38.4957,19.2295,34.0204,42.1471,37.8315,81.7327,15.2175
 1974,11.9936,13.9304,94.7568,133.3,63.128,38.5998,55.2178,30.5984,24.439,28.8778,57.1623,34.5578
 1975,19.0804,7.84181,37.4831,122.795,98.9125,47.6392,54.6422,35.1157,44.4326,40.5155,47.8026,22.892
 1976,9.759,23.7232,18.7264,99.4296,75.4723,35.9606,38.783,27.8725,40.5496,26.7051,67.7405,46.1479
 1977,44.7029,21.8782,44.8814,202.484,89.9511,38.3149,31.7709,38.8771,24.544,97.8274,180.758,53.9924
 1978,48.9273,70.8571,141.382,136.276,67.582,33.4444,31.3174,27.9029,32.8521,91.2551,92.7367,75.6234
 1979,112.627,57.1966,73.7171,134.544,122.602,62.2508,31.3445,22.3616,19.8972,31.9904,80.6136,50.9128
 1980,22.031,9.27585,29.7127,88.1144,104.066,19.9832,22.6974,38.2866,17.113,25.6177,95.6851,24.494
 1981,7.89198,11.3742,156.22,193.4,91.5751,21.2462,32.5002,36.9865,31.7099,56.4778,48.1287,34.7142
 1982,10.1519,12.2427,39.387,151.37,154.459,32.3864,30.238,28.624,39.5678,146.28,143.577,64.1199
 1983,15.08,35.3911,15.9461,112.545,93.3409,43.2427,31.5531,37.3895,36.6338,43.3589,50.5274,59.4305
 1984,10.7353,5.39834,13.2501,91.6094,43.9555,32.1392,34.449,15.6727,21.6806,77.3548,126.728,46.5226
 1985,22.5217,38.053,79.4954,139.758,126.344,23.7964,34.118,22.1775,20.8639,44.5258,70.9361,32.258
 1986,11.9452,9.41643,49.6279,178.866,100.688,43.6081,25.5141,19.6294,20.3369,39.7196,104.28,61.7493
 1987,28.7751,16.6959,34.7146,112.138,147.054,53.9343,24.0609,36.162,14.937,17.8841,82.5172,12.7506
 1988,42.7405,13.7497,63.8699,212.917,54.0442,52.5529,43.0378,43.2523,53.3071,44.8905,88.5825,66.8288
 1989,50.616,26.1542,62.2698,132.693,93.7227,24.7601,30.6486,31.4053,43.386,62.352,111.905,78.9202
 1990,35.4693,65.3334,118.089,168.197,58.4204,16.612,15.5286,21.8171,21.9918,56.0918,89.1568,78.2266
 1991,38.2847,12.7492,73.3656,83.135,112.275,33.6106,36.6575,32.8066,18.3184,41.2266,60.2294,53.4232
 1992,10.2491,15.9125,17.0754,119.919,80.6001,30.0842,35.1079,28.0127,24.3121,47.1624,106.824,98.4172
 1993,80.9318,53.6675,24.0511,77.5293,110.664,50.2024,14.9912,21.9237,15.6103,42.0606,75.1036,40.1232
 1994,6.64417,17.6202,47.8114,111.038,82.2793,33.7607,44.5223,31.9213,20.1774,69.6349,168.397,54.453
 1995,10.5799,37.3085,69.4802,150.358,66.9476,23.5026,27.0207,32.2454,30.5747,87.7315,72.5827,43.8125
 1996,24.3053,27.9605,74.9097,71.0857,85.918,50.8206,33.833,25.6055,23.9495,19.2856,85.853,6.98666
 1997,8.74094,1.15765,45.8383,188.323,63.3745,46.6663,29.0068,28.8858,7.70611,179.669,247.081,116.062
 1998,76.2871,59.9695,50.1806,115.334,149.305,69.6817,36.89,29.2989,22.4775,30.0269,72.004,12.8653
 1999,17.4185,3.90971,85.2266,95.084,56.7194,30.8994,34.1242,37.8536,22.0581,62.4518,105.164,46.1816
 2000,14.7556,4.22166,32.876,68.5452,52.9646,37.8617,18.5894,32.591,25.9999,54.8905,76.8925,28.327
 2001,73.4348,9.14876,60.4919,102.772,59.8898,39.8834,30.7087,27.1292,21.0991,40.8778,130.099,26.9851
 2002,33.6236,48.709,44.18,179.977,87.748,19.0076,18.8563,26.1242,41.4186,82.289,77.2296,121.69
 2003,10.7769,4.79105,44.4622,194.147,126.015,29.297,20.7714,21.4966,26.1649,38.9502,71.3184,28.6336
 2004,54.7009,17.7408,45.8558,107.349,50.3418,25.4392,15.2559,17.5807,23.9635,75.8217,77.5228,41.0149
 2005,19.1011,13.6037,49.6763,57.2831,83.5191,20.1572,19.2082,24.0252,18.9451,64.2847,46.147,18.656
 2006,22.1909,22.2449,82.786,131.79,83.3955,25.9291,26.0609,44.2328,49.3262,94.12,174.698,79.3671
 2007,34.3716,25.0993,50.4786,105.91,90.5702,23.7514,39.9548,64.4247,66.5627,46.6673,57.0503,48.9737
 2008,26.4445,28.524,121.991,85.7628,63.9306,23.9265,21.3722,29.2983,32.8981,86.2573,110.582,13.715
 2009,32.8746,28.0516,22.3291,92.9484,72.8358,30.4692,18.3059,19.4447,19.6691,130.978,77.4053,89.9905
 2010,46.9243,44.5868,96.3101,109.239,72.8616,45.9529,16.5458,33.5338,16.7171,50.512,59.7331,42.677
 2011,19.4906,28.7876,83.5573,65.3496,84.732,27.0977,18.9236,23.6642,35.2312,93.8432,113.547,42.9499
 2012,46.5721,15.5346,23.3394,107.882,95.6116,38.07,26.9273,36.3185,42.0646,89.3439,124.175,110.374
 2013,42.9715,16.8768,145.511,152.402,68.7326,27.0903,25.5887,51.8061,45.2457,36.5215,84.2852,72.66
 2014,20.1543,34.7628,60.4054,61.9105,66.4223,43.8258,27.0972,36.4492,47.0196,63.8456,102.131,50.6548
 2015,26.2482,21.8238,48.4594,136.338,101.457,70.9284,20.7931,17.9734,36.7493,64.3615,163.608,63.2356
 2016,56.7251,18.22,30.4865,166.705,70.6712,34.905,34.5489,25.5342,15.1428,40.0055,121.997,100.261

