Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 1955,202.904,189.867,93.0675,35.8247,5.20827,7.09856,2.32153,0.4825,0.98296,22.8353,69.0392,181.792
 1956,86.2722,210.764,160.246,43.7846,6.15699,5.74658,0.82329,3.38546,8.73668,10.1926,123.176,157.8
 1957,152.293,116.079,113.799,20.917,10.2372,0.64167,0.82675,2.21615,7.79936,31.5418,54.0657,128.088
 1958,267.26,245.195,30.7235,29.6413,1.475,7.51745,1.73257,2.67856,22.7642,43.8411,55.4401,158.551
 1959,185.569,129.242,45.4052,8.38359,15.6826,9.55552,4.65683,3.32206,3.89652,8.67907,55.7514,180.439
 1960,65.0227,120.452,37.6902,43.7816,17.5634,13.909,2.65017,0.70856,5.09972,19.9943,95.8329,163.102
 1961,142.036,138.508,97.5233,62.8338,5.86649,21.7378,2.76458,6.97303,4.88176,17.2701,100.599,73.3421
 1962,206.857,97.4678,67.7472,51.6874,2.03215,0.92529,0.84975,1.18006,0.83744,2.00677,131.559,268.166
 1963,122.782,196.69,40.4846,42.7019,1.51654,8.56111,1.07607,0.3032,0.8859,28.5337,40.0552,134.609
 1964,138.518,101.199,25.4657,2.90237,4.25637,1.77942,1.09522,4.45669,0.07662,17.5395,59.3704,213.02
 1965,133.875,62.8768,27.8025,7.8843,2.59387,2.02237,0.7072,1.09287,18.1875,15.2225,78.3162,55.4598
 1966,111.577,243.21,47.9394,24.7465,19.2695,12.7381,0.34016,2.59346,10.9701,4.88097,50.8674,134.924
 1967,208.425,155.079,86.3446,34.4294,11.2928,4.6157,2.56843,8.58509,4.9331,37.8727,47.159,71.1295
 1968,77.7858,110.43,26.3669,37.7874,15.0398,2.37476,0.87848,1.46855,0.40555,6.679,78.3017,165.95
 1969,151.102,74.3894,200.266,44.497,5.69332,1.5005,1.52176,1.70888,14.5708,69.8931,63.382,234.411
 1970,52.6866,60.4935,19.1528,37.3608,0.49317,14.3825,1.88327,0.40886,2.56438,13.548,124.799,117.959
 1971,206.016,72.318,26.7643,28.5574,18.4665,1.746,0.43683,0.03555,4.21049,21.0377,118.317,100.641
 1972,284.259,130.16,92.6483,52.6467,20.2772,0.70225,0.47985,0.57136,8.42803,26.0749,45.5635,59.3685
 1973,124.263,70.0069,37.916,20.7748,3.24617,4.17202,3.14312,2.39584,14.2964,29.5744,107.361,289.901
 1974,187.186,217.594,100.607,29.0203,18.5615,0.53468,8.14664,2.7473,13.2529,8.90573,145.313,204.553
 1975,156.669,197.311,58.9916,37.7618,11.0446,3.40598,0.05773,4.82174,1.06782,10.4968,43.2221,150.98
 1976,151.636,131.206,208.286,46.2305,28.9388,2.86867,0.48635,0.25395,10.5466,28.3631,69.9201,112.353
 1977,109.23,249.365,162.797,9.18811,1.37912,0.41296,1.73358,5.94149,30.785,13.5469,69.5752,238.092
 1978,259.568,196.995,133.652,70.6353,13.3367,3.45081,3.98702,0.03868,5.73017,48.9479,70.52,170.09
 1979,101.491,83.9232,78.5391,6.73117,2.53776,2.19874,2.88246,4.25763,0.74379,48.4464,90.7821,165.467
 1980,98.624,147.209,63.5057,22.4499,2.50986,0.42562,1.69642,2.58384,25.72,28.52,108.269,157.892
 1981,222.228,255.308,84.7402,41.154,14.942,0.22828,0.73257,2.62919,7.0361,27.0998,103.237,57.1958
 1982,119.743,105.306,21.9091,21.2961,12.5576,0.75842,4.20774,1.34349,2.78385,57.944,48.4182,64.4188
 1983,93.832,81.3158,53.7696,21.3696,10.5144,3.0869,9.65511,7.0533,0.0551,21.8467,58.3546,117.621
 1984,66.1385,93.3343,99.7529,17.6801,8.18555,1.94475,4.50022,0.83127,12.3575,29.9335,94.4691,139.477
 1985,241.133,145.438,98.5644,7.72199,8.99421,1.75454,2.75076,1.07901,9.95405,25.3106,40.6507,178.533
 1986,172.373,102.361,70.0878,106.801,3.61455,0.34291,0.91289,0.00413,2.01102,50.768,50.7315,134.891
 1987,104.994,48.6315,37.4747,2.46495,1.98065,0.94233,0.09455,1.6589,6.56697,17.1131,44.7818,213.137
 1988,125.389,166.256,135.252,27.5464,4.58701,11.2846,2.02686,1.57891,1.09237,46.7873,45.8891,93.2536
 1989,133.729,222.204,50.2,27.9545,1.98978,2.90473,0.54884,5.10601,0.64131,35.3803,62.3831,102.145
 1990,226.69,129.999,40.3582,45.0015,2.82109,1.7013,0.21081,1.60884,2.16953,11.5151,54.9859,113.586
 1991,118.031,114.608,110.082,10.9401,3.45354,0.30624,0.45567,0.59489,5.31112,13.7609,58.4315,86.4021
 1992,82.4498,20.6682,75.1545,17.2006,0.98223,1.01878,0.26439,0.60917,0.76454,12.5593,71.8939,175.454
 1993,128.05,170.595,63.1258,28.3124,1.45235,2.21927,5.27521,2.11994,6.78881,10.301,139.188,112.728
 1994,154.41,80.4995,15.907,9.93236,2.07968,0.70643,0.51555,0.95861,2.77711,44.4704,23.1282,127.897
 1995,91.5548,79.0523,47.4886,13.9968,9.74064,0.74446,2.3652,2.43622,1.28895,19.3232,59.9472,129.558
 1996,273.544,140.518,45.9622,12.8415,8.21667,2.15988,2.89257,1.68908,1.51708,5.59566,97.4441,109.218
 1997,278.354,134.419,130.281,63.3076,1.88589,0.67532,3.85922,0.68204,15.4616,21.5494,75.6428,71.0035
 1998,233.792,60.9028,71.7942,7.187,0.3051,0.80166,2.03908,0.96734,1.99351,9.00854,102.852,177.657
 1999,191.123,171.235,84.0037,10.6808,2.34029,2.13289,4.55659,4.92433,4.03065,19.754,105.65,80.1974
 2000,200.479,214.234,134.169,43.7744,14.5497,16.2762,4.75173,0.87916,2.29148,17.5248,111.963,122.343
 2001,84.043,281.846,156.121,19.7192,5.00109,3.84406,8.53462,1.12726,10.3343,13.9955,113.892,180.743
 2002,67.4828,34.9599,35.6997,70.9084,0.7668,13.2924,2.67323,0.55103,9.43695,40.5491,50.01,104.409
 2003,95.8298,117.392,156.489,8.23354,7.10403,20.5744,1.26384,0.17042,5.00154,47.5669,57.0692,84.3225
 2004,179.625,128.43,165.624,31.5738,0.94591,1.28144,3.57497,0.2353,3.85582,38.5594,43.5323,151.372
 2005,127.955,77.6114,55.0722,8.81055,1.74825,2.35897,3.655,0.04415,1.8015,1.72464,76.4163,219.679
 2006,156.77,152.223,123.629,29.0676,4.24423,5.26246,0.58417,1.01406,3.797,22.6059,98.3649,124.362
 2007,138.5,91.6726,64.6938,36.9614,1.53484,3.95344,0.17639,1.41448,12.9681,17.2252,119.818,188.205
 2008,227.706,36.4932,60.1659,13.6994,3.22194,0.17856,0.72136,2.22224,1.81227,3.48781,91.0191,122.844
 2009,152.77,109.156,96.6278,7.15658,22.6574,2.85028,3.62419,0.93145,3.56138,15.2375,108.829,126.788
 2010,129.316,135.285,85.9102,56.2456,12.737,0.79308,2.42704,0.65759,1.00846,10.8093,96.7114,156.338
 2011,229.124,86.984,42.7159,48.2284,5.4199,3.22586,0.20251,1.65674,0.76184,40.8374,91.7497,206.607
 2012,96.3608,132.485,98.1113,35.5656,1.34791,1.81042,0.072,0.42567,8.04011,25.7787,34.0179,109.733
 2013,284.568,72.6181,36.1985,13.3439,0.44425,2.58157,1.38145,1.05577,1.77325,21.7198,48.7955,130.333
 2014,221.337,63.4251,61.8282,20.5415,2.28999,0.49545,0.85853,0.54956,1.50046,6.40999,6.82784,221.234
 2015,57.4316,69.862,86.805,45.8396,0.83477,0.46535,0.62197,0.01121,8.89114,3.11293,44.9079,71.8511
 2016,44.6437,43.3963,113.271,12.1893,2.53085,2.99866,3.23028,2.03926,0.4807,9.1341,72.9508,148.268

