Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 1982,19.8522,23.3182,57.6912,54.896,88.5088,78.5368,80.016,32.5432,30.5074,49.9663,51.169,9.82917
 1983,16.9901,15.0999,30.3042,32.052,110.921,124.656,44.5443,62.5795,25.6067,40.3802,40.7279,8.20715
 1984,16.2286,32.3883,53.9394,67.4488,61.4359,34.9596,50.398,29.9083,14.5975,45.6589,30.4449,20.753
 1985,28.5762,59.6107,39.9429,51.8544,77.4665,47.7889,39.0445,10.6409,10.0406,34.6964,10.7544,33.8803
 1986,22.7343,31.6496,27.4461,41.5094,134.224,102.985,32.5831,19.2443,24.728,43.857,59.8698,12.6254
 1987,29.0866,43.516,39.6593,49.8856,58.9117,53.1391,25.6949,48.7945,22.9745,76.8501,33.0632,56.9101
 1988,27.518,27.169,49.6622,50.3823,118.028,107.222,66.7204,64.2705,23.7147,53.3158,29.3565,30.37
 1989,7.89895,8.81731,30.9901,30.469,42.4147,57.6124,31.8753,28.0867,37.3639,73.6944,49.2351,22.5285
 1990,28.3217,30.6855,17.1102,89.6331,74.4336,41.1769,22.2729,30.7382,12.0881,49.4303,33.59,24.3823
 1991,28.9942,17.7952,59.2782,50.7612,72.5681,64.0431,39.7125,31.9856,8.62063,24.6877,53.9267,35.8527
 1992,24.6113,44.2501,17.0316,38.9374,66.0193,101.634,55.9398,29.9583,57.2547,12.8409,58.3347,35.3972
 1993,21.3805,36.2817,17.7593,56.3942,83.817,88.4037,31.5464,51.8901,16.1608,24.9762,65.8615,9.18724
 1994,19.7572,30.6255,45.1157,78.6151,80.8492,90.7855,24.628,29.7921,21.1756,31.8392,52.6168,42.0256
 1995,16.6291,12.1964,35.715,57.2421,61.0318,71.5394,49.6961,14.3319,79.9635,22.0183,22.3319,6.69592
 1996,19.3777,21.1244,44.7834,77.2766,68.5685,59.0488,43.0207,14.7977,29.9701,44.7194,4.21709,25.3663
 1997,15.0339,34.3109,43.7891,33.0435,62.202,65.8038,84.9049,25.9156,53.5193,33.7602,8.86892,24.9415
 1998,19.3562,17.2075,31.5288,58.5717,109.015,63.2468,51.9442,15.151,12.6326,13.532,33.3876,16.2067
 1999,4.77639,13.9856,45.8237,46.654,73.6832,79.5646,40.0203,30.5552,50.2472,35.4762,25.8195,3.10397
 2000,41.5108,23.8478,29.7985,42.383,87.0166,18.4772,11.6835,16.7024,30.0582,55.8061,9.38929,25.9997
 2001,8.71017,16.1498,48.685,73.1638,81.227,36.862,49.1015,32.1825,5.01466,47.2312,29.1658,31.1805
 2002,19.7537,16.4108,38.8111,113.012,96.395,91.0586,77.6193,68.1481,9.80786,41.583,12.1058,40.8064
 2003,19.884,43.0888,82.3307,76.7569,78.4288,66.565,70.4926,45.169,36.9452,65.8146,54.6716,19.0674
 2004,18.5648,32.3286,41.7034,91.0652,113.194,84.3856,42.8842,26.2111,28.6234,28.7322,53.739,11.4793
 2005,26.538,25.6286,66.6691,64.1568,105.901,85.7237,32.3721,48.2308,50.5153,42.4523,32.3926,17.774
 2006,51.4595,36.341,29.5367,106.027,51.6828,33.7594,62.2602,15.3809,34.2623,76.8928,20.6705,23.3327
 2007,20.4847,14.3085,58.8601,110.316,56.2501,82.8249,93.2808,74.4461,3.80028,53.0963,74.6827,21.8966
 2008,25.9966,15.8513,28.1716,30.4564,96.2197,82.7902,47.1216,27.2345,45.0583,25.8454,9.08285,28.5885
 2009,19.9744,23.5632,49.7824,74.1269,62.873,100.81,78.8432,60.7963,91.1292,15.5732,43.3864,19.034
 2010,41.2058,42.7634,52.2882,123.19,104.602,72.9102,59.4843,25.9398,24.7601,80.1416,0.14251,1.57879
 2011,28.8083,52.1512,31.9906,101.182,111.296,58.8072,70.5457,41.4724,24.453,48.2384,38.4743,8.21314
 2012,18.958,32.5623,27.6703,33.3672,83.9191,65.6714,82.8743,11.3194,30.1001,27.5296,23.1306,35.7696
 2013,33.2722,27.2637,38.2527,47.2407,112.1,68.861,43.7478,24.7626,31.8521,32.6155,26.8037,22.1945
 2014,27.2229,6.87519,52.9478,39.3785,81.3658,57.8514,31.6296,22.8213,64.701,53.8137,46.6332,23.1089
 2015,14.9339,30.8042,58.7665,68.4746,97.9939,87.076,5.25438,61.8219,46.1683,110.472,22.9813,22.6799
 2016,43.8423,25.1833,34.9079,43.1973,88.7397,117.426,70.9606,39.913,62.812,39.7004,32.6446,32.549

