2011,31.3,2.2,223.5,140.6,71.8,157.9,18.8,0,0,0,0,0
2012,3.4,87.7,60.8,65.3,113.5,125,64.8,83.9,91.3,87.5,217,212.8
2013,88.6,90.2,182.4,151.1,143.4,16.2,12.6,44,237,103,181,119
2014,70,14.1,124.9,274.5,172.7,89.1,36.2,238.6,65.3,138.5,295.2,87.1
2015,2.2,59.9,91.4,86.3,215.6,71.1,22,85.5,99.4,286.6,343.5,190.9
2016,55,28,118.7,297,111.3,46.9,12,109.6,93.6,94.2,213.2,75.8
,,,,,,,,,,,,
1901,261.401,63.6785,151.317,123.36,189.902,297.992,314.838,167.473,371.008,303.147,508.207,285.365
1902,146.165,39.7076,118.316,131.362,435.263,423.738,253.11,184.918,223.4,150.283,388.456,218.92
1903,67.504,79.7826,61.5755,352.29,136.8,287.948,251.681,373.526,241.031,216.363,182.602,263.354
1904,198.886,133.024,176.688,119.119,183.397,84.7137,209.619,195.266,402.301,287.205,166.389,147.159
1905,168.426,78.9647,163.242,122.793,156.461,167.308,148.025,215.892,327.907,388.705,324.748,109.498
1906,92.4078,77.8718,108.893,155.774,155.379,266.999,256.492,197.039,450.594,206.084,255.091,177.164
1907,108.939,89.7091,107.676,115.272,198.424,142.381,196.5,157.849,197.956,282.762,187.426,280.326
1908,132.783,56.6909,77.2804,130.584,82.6972,192.417,210.402,142.95,299.317,165.173,160.054,349.159
1909,121.847,228.295,128.496,120.245,111.104,329.171,163.741,496.213,197.366,264.385,559.234,113.995
1910,197.746,158.128,167.158,52.4206,468.611,191.801,204.661,247.86,304.004,107.356,138.656,181.468
1911,201.196,219.403,54.4264,169.883,264.055,101.265,273.388,191.322,253.69,206.935,169.57,545.308
1912,101.744,85.2307,97.4218,242.191,105.162,128.098,104.022,119.429,188.917,366.453,390.23,151.849
1913,197.058,167.074,189.642,181.941,146.233,147.929,130.211,134.234,268.086,442.502,234.034,134.794
1914,114.412,233.677,143.334,119.508,391.112,157.686,131.677,195.432,187.053,161.288,303.319,280.929
1915,186.683,192.326,107.548,279.798,137.52,238.345,229.184,138.579,262.061,204.872,427.486,211.801
1916,162.416,126.475,37.3222,146.008,160.928,200.711,264.897,396.156,491.63,348.132,418.667,116.015
1917,98.7703,96.3115,57.352,137.643,264.403,205.207,280.978,191.42,273.632,131.694,380.787,165.232
1918,135.773,142.342,76.13,114.142,102.727,168.971,198.674,94.6785,281.082,220.19,289.168,248.919
1919,130.358,80.8586,90.8894,294.486,103.247,266.292,405.23,90.5368,486.936,210.953,274.133,235.141
1920,265.005,175.443,168.581,51.2372,105.361,125.219,184.907,217.942,258.398,239.332,219.653,187.653
1921,275.638,156.962,158.162,149.443,136.014,126.568,425.06,186.765,345.327,246.826,180.242,140.432
1922,243.495,186.549,186.012,110.263,96.5213,110.049,208.161,228.577,224.814,224.078,155.73,311.322
1923,109.196,100.726,70.558,206.18,67.5105,219.881,159.35,170.581,211.692,307.873,282.121,99.0353
1924,134.866,152.723,79.3093,153.705,148.136,185.387,179.945,238.752,173.352,164.567,487.664,203.441
1925,106.703,116.914,99.1922,193.958,97.4764,168.221,217.946,160.299,241.862,197.794,427.935,71.4795
1926,187.216,102.932,114.602,91.9225,127.473,87.1056,292.368,238.609,173.475,343.463,163.1,128.877
1927,188.954,155.518,168.224,193.357,139.51,205.677,284.934,173.485,233.354,547.708,359.412,127.116
1928,142.695,89.4137,77.1928,75.987,317.88,94.7874,224.048,315.121,629.857,235.866,384.244,252.255
1929,166.069,71.2512,118.412,89.6216,267.002,209.102,113.911,370.686,349.191,240.837,178.028,114.003
1930,366.477,85.4164,103.293,95.0501,160.695,183.63,93.4035,128.781,280.395,206.763,324.469,191.709
1931,90.1332,260.792,99.795,262.438,288.829,419.388,294.07,297.27,551.484,359.846,513.551,162.913
1932,154.647,55.7788,98.7771,173.91,269.92,272.02,262.874,196.193,315.863,280.884,465.952,153.595
1933,189.305,59.1232,96.2123,113.579,356.714,231.483,226.843,235.652,527.755,244.047,348.332,158.677
1934,103.675,33.2319,105.293,92.7303,164.491,88.7047,201.56,231.25,186.135,137.324,211.284,293.498
1935,115.478,89.2705,129.345,148.952,232.561,107.771,262.738,314.992,262.373,245.71,140.03,173.373
1936,87.6038,82.8844,35.0967,66.3623,514.768,274.536,280.415,323.649,319.071,379.275,236.909,218.06
1937,214.289,57.3072,43.0018,158.273,66.8891,101.822,138.63,157.545,232.214,177.964,306.393,96.4858
1938,108.765,66.4356,88.2153,95.4856,206.164,309.796,166.687,286.5,264.363,205.676,530.086,240.746
1939,128.759,90.5676,137.953,91.0865,114.84,164.294,101.32,140.959,212.676,275.813,344.138,72.9934
1940,70.2503,129.431,107.436,129.781,164.118,226.783,154.985,126.623,145.583,210.125,349.077,157.741
1941,148.607,15.1388,83.1044,198.939,256.614,239.908,230.968,153.998,330.904,144.795,321.901,128.12
1942,121.567,128.167,80.6702,310.228,197.077,233.649,205.229,162.37,409.396,278.529,556.848,133.481
1943,178.915,83.253,126.562,150.023,237.323,170.277,158.118,252.794,177.333,285.22,178.564,166.458
1944,109.093,100.95,46.0022,84.6456,313.138,250.203,293.436,237.261,308.395,300.79,199.919,164.427
1945,63.963,100.908,60.3013,264.49,217.499,115.687,217.911,244.798,205.596,288.263,154.513,165.726
1946,120.461,111.558,49.6622,127.108,310.825,128.842,143.74,172.541,200.451,236.195,197.15,148.843
1947,211.327,62.4463,70.9272,120.257,208.648,120.269,154.48,126.869,244.89,231.58,145.376,107.379
1948,100.028,101.039,110.177,122.312,193.005,215.287,249.292,321.436,244.434,350.51,394.34,165.399
1949,128.362,114.301,128.235,99.5915,142.482,227.78,190.428,189.769,481.487,356.104,156.764,166.944
1950,237.821,124.129,118.594,229.219,219.932,230.407,145.265,257.027,221.015,330.897,235.92,206.546
1951,154.435,79.1149,66.2635,148.364,226.967,198.087,241.189,291.141,308.341,217.765,184.448,255.312
1952,200.444,90.2411,113.269,286.906,210.527,157.014,377.551,413.986,397.236,229.646,304.821,114.585
1953,172.79,66.276,121.533,172.841,161.202,224.869,201.063,167.418,309.505,145.96,409.03,284.226
1954,235.864,188.673,129.04,226.813,116.993,157.345,181.648,335.76,442.149,516.566,151.949,236.136
1955,150.106,111.207,114.27,249.178,219.903,146.247,176.259,443.328,350.947,422.649,319.793,145.825
1956,145.586,201.228,109.021,262.165,102.924,277.16,170.574,314.956,173.648,293.07,292.37,407.378
1957,169.464,73.2563,52.4246,95.4841,77.3715,283.212,229.294,256.053,137.462,244.12,334.485,271.805
1958,75.1646,66.6438,35.1261,259.32,535.63,294.154,352.579,231.898,302.764,438.158,327.135,181.527
1959,191.764,115.489,120.846,161.016,330.209,116.66,312.043,163.993,223.112,175.023,182.938,202.142
1960,94.9238,138.111,169.344,239.51,204.482,159.054,290.068,235.074,353.022,242.859,340.555,355.307
1961,160.692,99.0246,87.3415,82.9187,130.824,137.215,229.11,294.09,164.769,304.69,351.72,232.057
1962,217.368,121.412,111.118,286.275,147.026,280.385,186.917,263.575,226.343,291.921,149.855,136.814
1963,277.879,110.857,80.9403,161.406,206.498,175.67,309.459,199.897,261.745,212.109,226.411,76.3525
1964,118.448,116.457,121.618,221.338,151.159,164.935,306.33,225.292,185.519,224.584,108.088,124.72
1965,182.854,50.4206,52.0643,169.492,274.258,200.148,226.79,170.761,247.008,198.239,247.195,355.023
1966,100.749,156.958,187.036,166.646,298.475,199.275,308.813,176.106,263.187,199.239,295.565,219.252
1967,179.144,111.886,156.084,110.542,156.237,112.623,180.713,156.05,396.662,252.199,249.526,119.025
1968,88.2417,39.2619,81.9234,167.948,197.731,235.391,161.11,230.99,200.499,169.451,173.596,313.849
1969,153.555,104.535,76.5021,148.315,520.662,220.299,341.768,216.835,297.8,234.252,315.465,146.563
1970,45.8133,67.6425,64.8206,124.076,256.179,307.592,306.31,348.767,219.707,336.848,279.491,399.251
1971,179.048,179.438,89.7309,234.946,302.402,67.6585,150.95,246.339,174.629,280.551,103.734,318.44
1972,225.719,163.092,151.469,132.257,114.524,194.009,168.005,179.342,218.958,353.848,187.693,204.389
1973,100.788,84.0526,95.7912,175.129,71.7807,209.992,160.657,187.967,320.748,169.306,99.8943,121.534
1974,224.478,128.945,198.633,116,120.984,104.704,100.209,174.625,327.232,253.553,347.072,86.5523
1975,212.53,105.99,68.6023,144.137,105.945,89.5791,96.0772,174.825,380.785,441.912,316.868,347.709
1976,131.141,183.772,119.296,101.229,103.465,153.352,98.8192,214.209,176.823,322.352,279.582,229.55
1977,64.9795,50.7781,66.1609,204.284,95.1067,92.9373,142.28,287.383,255.286,422.557,443.252,146.09
1978,123.168,57.5136,147.892,144.135,249.802,169.571,212.576,254.592,167.301,251.691,257.851,127.266
1979,84.0255,105.66,196.657,85.1835,377.932,399.386,256.131,350.494,460.418,247.687,417.837,233.86
1980,92.2249,90.5145,65.4227,252.489,127.374,113.022,210.763,272.679,252.278,285.259,203.398,280.357
1981,146.886,170.714,89.2519,377.193,464.014,216.898,248.278,233.652,128.06,226.727,194.507,319.979
1982,170.109,194.069,103.183,169.586,233.152,119.82,194.051,222.275,285.087,256.822,375.393,233.691
1983,125.33,47.9895,99.5296,206.926,312.483,132.9,273.718,248.969,303.816,175.759,235.222,155.936
1984,150.697,100.955,138.905,140.782,168.417,183.883,254.482,166.984,261.39,307.164,684.555,132.188
1985,89.2483,100.782,189.519,130.891,126.192,100.206,122.316,185.049,280.572,510.784,286.081,156.882
1986,205.652,30.0591,134.04,214.277,399.405,137.434,140.481,221.514,114.037,270.856,625.786,197.652
1987,98.9774,49.1407,167.517,117.536,522.127,368.35,162.511,184.16,275.361,232.723,663.453,216.516
1988,180.094,186.208,78.595,202.929,129.351,234.289,258.068,414.561,276.344,299.332,306.909,228.094
1989,224.545,305.003,126.846,186.216,86.6011,266.818,171.982,424.755,559.808,192.193,181.939,124.306
1990,164.429,130.939,195.135,148.536,130.404,214.471,189.699,193.803,195.509,579.783,185.903,224.109
1991,163.548,104.716,169.743,173.657,165.69,111.618,149.86,148.991,247.028,163.315,382.52,170.345
1992,123.618,91.5628,105.967,150.592,416.424,216.328,149.243,251.319,337.017,213.445,528.19,450.842
1993,248.058,73.2963,159.377,170.629,534.675,158.666,186.056,103.939,262.997,153.718,228.503,243.781
1994,170.623,87.96,55.9395,141.586,113.763,120.28,45.1678,145.521,273.131,221.688,140.692,188.309
1995,76.1012,160.083,122.017,109.448,51.2146,84.0337,201.122,282.153,316.185,304.347,175.567,393.335
1996,188.343,84.0318,195.769,171.218,63.2223,215.29,419.36,170.403,243.558,333.26,332.158,223.106
1997,168.891,231.338,84.9798,56.4435,262.714,81.623,353.512,168.894,286.258,375.083,151.719,67.7305
1998,208.314,45.3162,112.6,200.562,279.836,165.511,198.805,237.113,220.162,409.114,496.848,439.973
1999,177.406,77.8603,48.5555,166.111,53.7144,441.987,226.588,291.575,194.426,205.119,425.116,329.198
2000,193.737,223.75,59.6832,100.608,183.055,87.7635,136.229,166.966,177.582,154.872,377.498,164.345
2001,60.4702,158.065,54.31,166.51,82.8919,133.094,174.839,355.852,156.657,392.934,187.367,407.697
2002,152.928,109.596,225.801,334.781,134.13,196.289,188.956,172.099,283.787,314.982,256.642,164.812
2003,148.851,135.212,51.9546,149.507,123.706,140.657,191.158,288.891,160.31,406.148,327.049,447.813
2004,145.172,145.492,265.719,103.437,441.789,172.399,352.85,115.321,266.658,320.345,657.364,205.212
2005,247.185,102.632,42.4345,265.576,273.6,424.601,234.251,434.509,125.626,563.096,354.993,186.458
2006,316.394,96.454,86.7305,177.902,466.696,391.52,324.418,377.87,168.597,296.081,285.105,205.343
2007,184.555,122.964,107.341,106.02,148.93,200.166,275.674,266.336,289.959,299.225,124.293,290.141
2008,197.96,211.633,124.313,135.726,89.4245,212.088,233.994,443.273,442.622,648.129,232.026,200.553
2009,205.908,51.8191,69.0438,138.572,271.915,187.248,157.798,172.077,157.361,222.825,181.568,122.222
2010,140.722,52.8085,83.7869,173.801,237.801,354.934,437.697,391.523,238.165,408.122,411.298,182.784
2011,97.7651,116.054,245.02,203.656,268.254,220.935,333.003,434.563,297.45,204.274,353.648,275.253
2012,129.883,114.148,97.6815,379.98,581.098,23.4604,315.348,212.834,106.187,277.447,134.591,253.856
2013,138.311,84.206,61.7522,89.9737,378.124,156.915,268.006,209.606,131.528,259.114,217.902,326.997
2014,163.797,157.402,74.7176,160.46,315.388,81.0429,116.455,225.164,215.692,483.45,429.41,163.952
2015,114.711,82.5122,78.6369,122.944,60.3164,67.1729,54.3823,134.526,92.9727,195.17,298.539,156.344
2016,98.5743,97.546,191.972,118.217,159.734,257.31,300.212,185.296,383.499,126.154,373.944,381.029
