Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
 1958,38.3959,53.5474,96.3997,153.723,138.516,100.903,103.002,116.621,103.184,111.997,62.2743,97.0213
 1959,41.2586,53.2867,100.725,135.238,156.092,73.9626,69.0657,124.975,128.994,147.284,130.531,38.5752
 1960,64.3129,78.4488,136.066,162.177,127.762,53.4094,65.3325,128.943,130.815,112.216,80.3604,40.7211
 1961,17.6936,57.7045,112.405,146.117,120.131,109.86,126.252,159.558,167.597,198.36,268.487,101.632
 1962,49.0366,19.3854,119.128,158.232,170.996,112.46,81.8291,131.53,164.833,154.985,97.5206,60.9751
 1963,86.0232,88.4722,107.194,208.525,182.305,64.0128,66.9862,98.5002,64.5335,83.5817,194.104,116.443
 1964,27.8387,88.4162,94.4768,187.493,117.306,87.8728,92.1934,126.125,144.594,128.687,79.2108,84.0479
 1965,15.5287,29.5722,105.964,141.033,105.876,47.3988,73.6068,93.712,93.3969,179.145,132.697,81.5666
 1966,40.9532,89.8263,127.456,195.453,75.1054,79.9439,78.8334,118.378,134.946,126.34,100.241,30.426
 1967,15.9324,23.5981,84.1795,143.676,174.193,95.4257,98.013,95.5249,119.679,166.063,184.458,34.4082
 1968,10.1947,100.441,123.993,183.897,138.061,107.325,71.5669,83.9311,94.2793,142.493,106.308,95.0262
 1969,68.8939,98.9095,110.984,100.841,146.995,72.378,78.3874,77.5995,109.067,136.775,113.625,43.893
 1970,77.2154,41.0029,159.105,168.248,133.434,60.9057,99.8229,160.734,119.303,113.937,67.0078,36.7271
 1971,35.2735,19.3861,64.046,164.239,159.295,68.6956,108.768,135.003,122.551,110.702,82.1152,31.6502
 1972,48.9837,64.7488,66.0319,142.603,146.331,137.192,70.6317,98.8842,115.317,154.398,162.555,61.9392
 1973,38.5991,65.5618,45.3498,141.546,147.805,81.644,50.4994,126.87,167.999,122.687,133.284,25.3385
 1974,39.5814,40.1361,133.289,138.654,142.239,108.952,145.269,104.094,117.613,98.5566,65.0618,32.539
 1975,24.9661,57.3599,122.985,136.693,160.388,99.992,127.7,159.573,175.051,126.668,57.9318,52.8136
 1976,28.6763,78.1204,73.3149,143.954,173.1,87.1016,132.377,133.82,108.729,80.4348,111.293,53.5278
 1977,66.6671,43.2901,123.231,181.969,137.507,97.4848,102.06,128.267,94.1665,176.395,165.926,54.4694
 1978,27.4719,97.4013,145.934,166.932,123.026,93.1569,98.1246,133.668,125.562,150.551,111.542,65.4251
 1979,83.4661,98.3392,85.1525,132.526,137.758,105.96,59.0235,84.9907,84.1642,65.0972,90.9972,67.8546
 1980,25.3893,36.3295,91.5477,133.885,161.8,73.2228,67.1608,110.687,101.473,95.3039,138.634,40.415
 1981,26.5885,32.2476,162.69,138.588,126.577,53.2114,112.937,141.985,139.065,115.818,78.0148,47.2165
 1982,42.1639,29.8622,87.065,147.649,179.617,90.9734,88.4745,105.692,93.023,170.893,162.61,56.7249
 1983,14.1976,28.0064,55.4032,145.641,125.198,96.655,77.8748,140.565,152.728,152.83,91.6361,39.9917
 1984,21.3576,38.5169,63.8508,149.898,96.7178,70.5818,110.915,109.56,84.149,95.6686,156.915,51.0449
 1985,56.4632,26.3696,124.418,178.506,172.253,83.3117,93.2865,86.8606,99.6579,88.2897,120.355,50.8054
 1986,26.361,56.7743,113.887,177.125,131.279,82.2914,66.8163,65.3895,95.8397,112.381,107.245,76.9752
 1987,41.9045,47.6399,108.893,131.082,159.22,103.602,50.3825,93.5193,104.09,101.384,132.527,35.6622
 1988,55.551,51.5597,99.5224,182.844,130.371,73.1692,125.669,176.413,182.175,125.786,96.5217,52.57
 1989,12.0219,35.87,114.987,108.218,165.217,61.2972,79.9689,98.0906,134.697,135.13,115.366,111.74
 1990,38.6963,78.6594,133.094,148.627,109.416,43.167,54.2521,130.13,107.387,137.877,86.927,86.6458
 1991,45.7273,52.7551,99.9186,158.393,182.511,102.293,87.1223,124.756,89.3416,159.676,85.6748,38.366
 1992,23.4411,20.8878,64.9072,131.07,129.156,114.032,86.6126,91.4742,106.688,165.43,99.4796,85.4239
 1993,41.1409,48.4447,84.5131,117.748,179.67,112.203,50.6447,94.5152,97.8014,94.9727,88.7606,51.7326
 1994,31.2884,32.8752,109.718,155.611,173.995,99.8422,116.924,130.111,91.1645,134.035,176.384,50.6187
 1995,17.5988,40.1322,102.862,173.123,145.945,91.4414,103.707,80.8326,128.479,155.598,111.788,60.1607
 1996,87.2209,70.3284,131.099,135.545,142.062,109.492,81.4352,128.428,135.879,131.028,117.386,43.2703
 1997,60.461,10.5366,76.2916,217.456,102.664,67.9676,75.318,100.273,45.6251,188.284,223.171,128.907
 1998,93.8821,60.0337,97.9015,166.002,141.853,89.5921,84.6096,112.982,102.502,151.24,86.3412,22.0668
 1999,65.2968,20.0141,160.683,124.503,120.387,55.8319,80.6224,141.77,115.899,191.408,122.127,55.953
 2000,28.7526,24.5113,61.1808,139.722,122.795,90.9499,71.6431,106.299,116.276,212.626,100.158,63.3322
 2001,92.1531,28.2814,94.5589,134.373,108.97,89.3328,118.397,98.3384,106.291,192.719,132.708,29.8501
 2002,61.7233,64.7914,121.566,140.714,151.458,64.8737,52.9848,66.8672,69.3666,191.545,123.772,142.893
 2003,31.0686,39.2733,126.856,187.639,178.649,63.1316,80.9174,150.1,119.643,86.2388,51.3099,61.6367
 2004,80.9537,18.5623,77.2361,162.384,67.5661,75.16,58.7136,176.267,100.168,112.371,151.959,44.8417
 2005,43.6629,27.3429,96.334,88.2134,140.75,71.5542,62.2143,79.5569,109.66,121.888,34.5388,21.8096
 2006,26.0479,50.9719,167.349,141.348,153.774,47.7199,48.8077,185.479,132.975,108.785,164.075,120.546
 2007,57.2492,56.6984,63.0324,162.334,154.056,90.7677,190.343,202.158,350.741,81.2506,77.866,41.2106
 2008,59.0042,22.4644,92.5551,88.0703,96.5084,91.2533,71.8137,112.294,220.676,223.208,141.53,12.1728
 2009,65.921,88.2387,48.7585,170.534,112.075,26.0754,56.6705,75.4037,160.162,195.059,112.428,79.4157
 2010,67.6755,126.883,148.939,136.879,155.377,210.652,92.3488,114.01,78.0717,167.933,71.9231,53.9018
 2011,33.3922,21.5418,128.409,127.541,139.051,139.957,72.1242,143.722,182.45,133.28,147.614,57.2759
 2012,11.2074,17.9534,51.5501,234.422,121.697,173.773,86.8524,71.9332,231.242,238.557,124.078,135.148
 2013,65.2668,26.8944,189.564,207.057,129.114,56.1212,86.0767,218.103,275.043,152.592,127.67,84.2901
 2014,39.4933,39.839,90.637,68.9749,126.431,96.3035,97.5322,141.778,191.009,133.168,116.547,58.0796
 2015,25.5304,29.1744,66.419,123.134,141.61,198.953,61.4314,72.1642,141.16,201.687,211.078,102.772
 2016,86.6088,27.6312,89.5341,180.276,154.995,110.991,156.151,124.955,85.6372,143.482,94.0705,120.528

